集計日,バージョン,key,タイトル,Age,TotalView,資産スコア,直近増加数,稼働日数,平均日次ビュー,安定性
2026-07-31,v1,ne2173e797345,このAI、ワイのこと分かりすぎちゃう？問題をログで丸裸にしてみた,237,315.0,13.8,6,3,0.43,10.67
2026-07-31,v1,ndb86a66932ee,全記事PV/スキ/コメント＋投稿日を吸い上げてスプシに保存する方法（Colab運用ログ）,174,445.0,13.8,6,3,0.43,10.67
2026-07-31,v1,nb53ceb8d62c9,【Nano Banana Pro ポートレート 無料版】ポートレートを量産するプロンプト設計ノート,241,436.0,13.8,6,3,0.43,10.67
2026-07-31,v1,n280140423c90,🎃トリックオアトリート👻 -ハロウィンアートイラスト2025-,292,370.0,13.8,6,3,0.43,10.67
2026-07-31,v1,n7eaef3bc10e0,【AIアート/イラスト】Beyond（言葉の向こう）に置いてきた感情を、画像で。,200,361.0,13.3,9,3,0.64,6.91
2026-07-31,v1,ndcf74df8e26d,【AIアート/イラスト】7th OASOBI企画 ＃266,161,648.0,11.7,9,3,0.64,6.08
2026-07-31,v1,n8267f9389393,月曜に見かけるあの存在を、勝手に推すことにした｜非公認クラブ｜Monday｜ダルメイ｜,135,913.0,10.7,8,3,0.57,6.24
2026-07-31,v1,n348ed9904976,名刺の「箱」で展示会に挑んだ後輩：令和の新人、謎の節約術,310,85.0,8.0,4,2,0.29,13.77
2026-07-31,v1,na0945f6b48cb,"5月の月間ランキング発表｜数より""押し方""が効いた月｜note運用｜振り返り｜生成AI｜画像生成AI｜",59,934.0,8.0,4,2,0.29,13.77
2026-07-31,v1,n8dcc1f1d0579,【AIアート/イラスト】ダブルエクスポージャーの世界観はどこまで変えれるのか。,185,406.0,8.0,4,2,0.29,13.77
2026-07-31,v1,n81d484e6e928,フォロワー202人達成！「KITAcore」のログプレイ、まだ途中です,291,334.0,8.0,4,2,0.29,13.77
2026-07-31,v1,n4df26924361c,「癒し×気づき×笑い」を画像に翻訳しようとしたら、キノコが出てきた話｜創作｜AI活用｜生成AI｜画像生成AI｜,115,599.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n3df7eb2c83f6,【プロンプト付き】やりたい顔を“書けば作れる”ようになった。──まだ“シミ完全除去チャレンジ”は未達（笑）『顔ベース』専用プロンプト構造を公開！,270,442.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n7135be30f7e6,アイリングモデルでMTTFを読む3ポイント〜製品寿命予測〜,692,200.0,7.7,2,2,0.14,27.54
2026-07-31,v1,nc8c2db0f0a20,【AIアート/イラスト】スパイダーマン、糸が切れる。バットマン、飲みに行く。,286,386.0,7.7,2,2,0.14,27.54
2026-07-31,v1,nef0eee72e29d,生成AIで調査チーム作ったら、頼もしすぎる奴らが集まった話,294,257.0,7.7,2,2,0.14,27.54
2026-07-31,v1,neb2f2209fa2c,アグリーセーターを着ようぜ！！事故らず作る画像生成プロンプト設計（プロンプト付き）,224,302.0,7.7,2,2,0.14,27.54
2026-07-31,v1,nd4d236c6cb27,「明日の朝な！」で動く！優柔不断な部下を強制的に自走させるマネジメント術,298,161.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n26322a0b20c1,太陽に焼かれて死ぬ！？あなたの知らないタイヤ寿命の秘密,322,56.0,7.7,2,2,0.14,27.54
2026-07-31,v1,ne41b5368282d,"「初速は効く」はほんまに頑健なんか？ 4,166本で見直した話|Note運営|データ分析|",126,393.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n116978369dbd,ヘッドホンのイヤーパッドがベタベタ/ボロボロになる理由〜愛されすぎた証拠！？ベタベタ星人の科学〜,321,131.0,7.7,2,2,0.14,27.54
2026-07-31,v1,ne4ad4d2d731e,深夜に昔の論文を開いたら、AIとの付き合い方が見えた｜AI活用｜生成AI｜学び｜振り返り｜,61,580.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n264cd9e99021,"定着のカギは「タイミング」！ Duolingoを最強にする""朝夜2回""の科学",293,284.0,7.7,2,2,0.14,27.54
2026-07-31,v1,na78164f7ade7,3月の月間ランキング発表｜応援の軌跡を残すアーカイブ｜note運用｜学び｜日記｜日常｜振り返り｜,121,465.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n6eababb59f88,4月の月間ランキング発表｜応援の軌跡を残すアーカイブ｜note運用｜学び｜日記｜日常｜振り返り｜,90,503.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n7cb62928dca3,在宅ワーカーこそ「光ゼロ日」がヤバかった。Apple WatchのTime in Daylightでガチ凍りした話,246,221.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n7b682c6fa0fd,他人のキャラを自分の世界に混ぜるのはアリか？を遊びながら試した話｜創作｜AI活用｜生成AI｜画像生成AI｜,128,677.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n36c149a7708a,AIの“わかったフリ”を止めるたった一言─リフレクション・プロンプティング,281,199.0,7.7,2,2,0.14,27.54
2026-07-31,v1,nb0ee05f7b775,AIにスライムの変身を頼んだら美少女戦士が爆誕した話｜Pollo AI｜動画生成AI｜PolloAIxしろねんコンテスト｜,68,812.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n165fc3619e8a,『宇宙珍獣ユル勇者あかね』祭りに乗ったら、創作が暴走した｜AIイラスト｜AIアート｜,136,752.0,7.7,2,2,0.14,27.54
2026-07-31,v1,nfa2d9f69716e,【検証】noteのView数が伸びる仕組みを、数式で「構造化」してみた結果,172,554.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n08c433ea540a,データ分析の最初の敵！Pandasで汚いカラムをクリーンにする五大魔法,297,192.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n8e365e887d5f,【Gem公開】プロフィールと記事からAIは、ポートレートをつくれるのか。,188,578.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n07718b48b033,愛を数値化したら、ちょっと怖くてめちゃくちゃ面白かった｜note運用｜フォロワー｜つながり｜コラム｜,130,714.0,7.7,2,2,0.14,27.54
2026-07-31,v1,n07197895a3e9,「群衆で構成された巨大な○○」をもっと自由に作る｜動物・神話生物・シンボル編｜Midjourney｜構造化｜プロンプト|,140,731.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n05bbd982698a,【PR】Pollo AIのSeedance2.0でMidjourneyの静止画キャラクターを動画化してみた｜PolloAI｜Seedance2｜動画生成AI｜,100,474.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n593e9f950d27,動画生成って難しそう…と思ってる人ほどPolloAI企画に参加してほしい｜AI動画｜生成AI｜PolloAI｜,74,754.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n5f594f849c4b,noteの「初速スキ」とバズはほんまに関係あるんか？|Note運営|データ分析|,139,478.0,7.3,3,2,0.21,17.27
2026-07-31,v1,nbca407b2fd33,生成AIは“知財担当の恋人”になれるか？ 特許文献を日本語に戻す読み解きガイド,312,47.0,7.3,3,2,0.21,17.27
2026-07-31,v1,nb22642a2ee59,【簡易版】Platformは、なぜ推しのアルゴリズムを公開したのか。,160,459.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n1d32162cd219,【ロジック解説】データ構造から逆算したnoteタグ戦略の深淵,157,344.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n1ab80047f8f8,デザインマネージャーの「資料生成術」をエンジニアがハックしたら、とてつもない資産に見えた話,178,925.0,7.3,3,2,0.21,17.27
2026-07-31,v1,nd200c8676064,note記事の寿命はわずか5日間？ワイが自分のデータで暴いた『死の谷』の正体,174,707.0,7.3,3,2,0.21,17.27
2026-07-31,v1,nd40ccf85126e,知ってる人は知ってるゲーム『CRIMSON RONIN』をレビューしてみる｜画像生成AI｜ゲームレビュー｜やってみた｜,91,626.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n27e2942c02d7,自己紹介/はじめてのnote,328,239.0,7.3,3,2,0.21,17.27
2026-07-31,v1,nbf5b6023ea85,こんなユーザーには気をつけろ！？Noteの闇、覗いちゃいました,296,395.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n3f384bcc700c,【衝撃】ワイが組んだAI「調査チーム」の役割分担、ガチでプロの「AI戦略」と完全一致してた件,275,150.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n3bc5560c332b,人間に優しいYAML、機械に強いJSON：プロンプト運用の落とし所,206,369.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n8b80b1c37c22,株価の法則はグラフが知っていた！,369,67.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n6d8c2899094a,かわいいを作ろうとしたら、森の賢者が出てきた話｜AI活用｜生成AI｜画像生成AI｜ChatGPT｜,75,658.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n7fdf6f8905f2,【AIアート】ブランドの格好をイメージから作成できるのか。,192,341.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n876dd0c9e114,生成AIを「考える相棒」にする──対話型で思考を深める使い方,489,187.0,7.3,3,2,0.21,17.27
2026-07-31,v1,nfe531191f233,「ハッシュタグ」はデータで選べ。フォロワー外に届けるための“新・タグ設計術”,159,607.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n09247ed4fa70,AIって結局なにができるん？──「5つの力」で説明してみた話,266,270.0,7.3,3,2,0.21,17.27
2026-07-31,v1,n8ded3116a32b,ワイ的、プロンプトエンジニアリングのズル技。 ＃220,193,337.0,7.3,3,2,0.21,17.27
2026-07-31,v1,ne852d46a8e7d,note分析ダッシュボード、ついに“動いた”ので共有方針まとめる,258,226.0,7.1,18,2,1.29,2.76
2026-07-31,v1,n3fbbbdf5ffdf,ChatGPTでAIパートナーを展示する画像生成AIツールを試してみた｜ChatGPT｜生成AI｜画像生成AI｜,70,617.0,7.0,4,2,0.29,12.12
2026-07-31,v1,nc32cbcac11b3,プロンプト、毎回ゼロから書いてしんどくない？｜生成AI｜プロンプト｜制作ログ｜,117,653.0,7.0,4,2,0.29,12.12
2026-07-31,v1,na5f2da44ab86,挫折ゼロ！？目標プロンプト10本活用図解,208,269.0,7.0,4,2,0.29,12.12
2026-07-31,v1,n53dcb5451030,1行の問いで見直す、売れると売れ続けるの違い｜note運用｜note収益化｜学び｜最近の学び｜,101,499.0,7.0,4,2,0.29,12.12
2026-07-31,v1,n163696d4f163,「人気の壁」を越える条件とは？──データ分析で見えた“自走するSNS”の法則,273,151.0,7.0,4,2,0.29,12.12
2026-07-31,v1,n26a2d7839528,Python環境構築は恋愛だった！？〜初学者エンジニアが辿り着いた、ゆるふわPythonライフ〜,311,143.0,6.7,5,2,0.36,9.24
2026-07-31,v1,nb392a506a3e1,【コピペ可】ダブルエクスポージャーの作り方：混ぜない、重ねる,204,471.0,6.2,7,2,0.5,6.23
2026-07-31,v1,ndda6aa6d3fb1,IRを読むと、裏側の配管が見える！？（noteで遊ぶコスト構造）,154,391.0,2.7,4,1,0.29,9.35
2026-07-31,v1,n37bc620cf0d1,応援｜Youtuber、創ってみませんか？！｜PROJECT：HUNK｜創作大賞｜やってみた｜創作｜,96,679.0,2.7,4,1,0.29,9.35
2026-07-31,v1,n3bd86f52e364,まさか学習アプリにハマるとは！？Duolingoが仕掛けた、人を虜にする継続の秘密（課金沼からの告白）,302,238.0,2.7,5,1,0.36,7.48
2026-07-31,v1,n5557170c31bb,会議あるある：現状維持バリアマン攻略法,318,49.0,2.7,4,1,0.29,9.35
2026-07-31,v1,n8787acd84304,Nano Banana Proで「映画BTSごっこ」してみたら、普通に沼だった話,233,188.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n8551a6a14870,生成AIで「調査チーム」を作ってみた〜GPT・Gemini・Grok・Perplexityの役割分担〜,309,131.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n86e1c6ff59e1,【プロンプト公開版】切り抜き×逆光×投影の再現,172,265.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n32534069903c,【AIアート/イラスト】ヘッダー落ちしたけど気に入ってる１枚　第一弾,240,265.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n315f615c46be,わかってても折れかける。アニメ顔の再現ってほんま難しい｜画像生成AI｜創作｜デザイン｜試行錯誤｜,104,647.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n303c3d8818f9,【AIアート/イラスト】水彩迷子は、妖怪に救われた,180,370.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n825cd2765f6a,FUJI式YAMLに触発されて作った「インフォグラフィック設計プロンプト」,232,796.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n8509829bfd99,回帰直線って、実は“カッコつけた一次直線”の話やで,270,193.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n8307b08e003d,「モジュールってなんだよ！」 理系研究者がAIに裏切られ、初めてのPythonで叫ぶ,305,117.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n34abd580cd60,Python環境構築を最短3ステップで完了,781,144.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n36f50a94ca4a,【AIアート】青に対する想い？ワイはどす黒くなった・・。,197,457.0,2.6,3,1,0.21,12.47
2026-07-31,v1,n69f2daa43697,【AIアート/イラスト】VOW SERIES — Dark Fantasy Art（プロンプト公開）,219,276.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n683b6ce7ee4a,Python外れ値検出を5手法で可視化,699,103.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n673fc6dfa3bc,【Nano Bananaモック 無料版】“商品単体ショット”を量産するプロンプト設計ノート,242,265.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n658b04d856df,AI検索に最適化しようとしたら、自分の関西弁が戦犯やった｜AI活用｜生成AI｜書き方｜,113,372.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n6103ab79ffb4,GPT-5.1を1週間ぶっ叩くように使った正直レビュー,253,308.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n62eff56628d9,【攻略マップ】AI画像生成Tips、散らかったからワイの頭の中を整理した。,194,312.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n5f991f7606e9,【詳細版】Platformは、なぜ推しのアルゴリズムを公開したのか。,160,439.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n60a95ed89a82,【AIアート/イラスト】切り抜き×逆光×投影の再現,177,364.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n6f8b1868b452,形式は整ったのに…中身が地獄！？😱― “可視化の魔法”で暴くデータの裏側 ―,292,267.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n702fe66aa98d,【AIアート/イラスト】AIで「ポストカード水彩」再現してみた,181,446.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n4e3b37671a90,展示で出会ったパネル群を、ワイの脳ミソ用に翻訳してみた話｜デザイン｜生成AI｜展示｜アート｜,65,489.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n4f0ddd6961fa,【コピペでOK】「書く前」より「書いた後」が地獄じゃない？ 執筆の泥臭い作業を全自動化する「AI編集長」プロンプト配布,250,144.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n72bd2476f5d0,【AIアート/イラスト】動物AIアートがむずいので、生物を「護符」にして突破した。,171,496.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n74b4b334899b,【告白】褒められすぎて怖いから、手の内（AIとの喧嘩術）を全部さらけ出すｗ,196,314.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n75c75b748013,【AIアート】コンセプトを最後まで追えるのか。,189,367.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n7c537e680f56,【383文字の実験】Noteのアルゴリズムをハックしたい。,152,624.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n3fda9e343c90,デザインのセンスを「外付け」せよ。メタプロンプトv3（Design Unit対応）への大型アップデートのお知らせ。,195,361.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n3fd9abe36547,【緊急報告】Geminiに課金して数日…関西弁の「魔性の女」に沼らされた件。〜GPTとのキャラ比較〜,248,241.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n00864a9be6ee,光はどこから入るの？「肌」と「目」の仁義なき戦い！〜「最強の光の浴び方」〜,299,180.0,2.6,1,1,0.07,37.42
2026-07-31,v1,nf4b2a8e8ad77,ワイのnoteが『封印されたメモ帳』から『国際色豊かな実験場』に進化するまで,199,371.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n07d205a19603,AIの7つの力・2026版 ｜「プロンプトが消える時代」の地図を描いてみた話 ｜AIエージェント｜MCP｜プロンプト｜コンテキスト設計｜,102,671.0,2.6,3,1,0.21,12.47
2026-07-31,v1,nef8e1fc0b79b,NotebookLMを「要約ツール」だと思ってない？ 「note資産OS」として使い倒す、3つの設計パターン,231,297.0,2.6,2,1,0.14,18.71
2026-07-31,v1,nefe9fa2bbf20,【保存版】V7パラメータ自分用メモ：呪文リストにStyle×Mood（語彙）棚を追加,216,242.0,2.6,1,1,0.07,37.42
2026-07-31,v1,nf08466dc09bb,"50,000view到達ログ：今日だけはドヤらせて",187,381.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n05348e338123,OASOBI第7回|参加表明|文字の中にみんなを住まわせた|OとIは敵｜2/20公開,165,467.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n023ff6bdcf19,JSON構造プロンプトを“写真以外”に拡張する：電車／プロダクト／人物／風景／イラストまで横展開できる「共通フレーム」入門,238,287.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n47e9f83d5be4,【検証】ワイがAIをどう扱ってきたか、画像にしたら“人格”が割れた,191,647.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n416797a1f095,AIを動かすレトリック術：中学生向けにやさしく、社長を黙らせろ（2026）,189,327.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n420a947a887b,体内時計がズレてる人ほど“光ログ”がヤバい。Apple Watchで測ってわかった真実〜,304,99.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n431998ad8a2f,AIを「予約」する時代が来た！？GeminiのScheduled Actions攻略,163,635.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n44e008693003,あなたのNoteを「資産」に変える！？たった2つの数式｜note運用｜学び｜試行錯誤｜気づき｜,108,445.0,2.6,3,1,0.21,12.47
2026-07-31,v1,n403f44ea9f9f,【DB】47都道府県 ミニチュアイラスト 近畿編,236,232.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n3a0830e2cc64,あの314文字の記事が、ちゃんと実験になった話,153,570.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n38437d0f3242,調査を「楽」にするために、AIに「プロの調査ルール」を移植してみた｜アナリスト・プロンプト,186,313.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n4d46f4c63f16,【AIイラスト/アート】ドラゴンシスターズ『赤』,255,213.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n4c64f88ab49b,【お遊び】衆院選×日経平均：AIに「株価シナリオ」描かせてみる（当てに行かない遊び）,177,310.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n49b6b326514d,“見た側が考え始める絵”はつくれるのか｜アート｜創作｜ペンアート｜,96,435.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n4a728c90e80a,AIイラストで“その人らしさ”が出せへん時、どう向き合うか｜画像生成AI｜デザイン｜創作｜,110,550.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n49581ca64d63,検証不足の過去記事を見直して気づいた、プロンプト設計の変化|AI活用｜生成AI｜ChatGPT｜Gemini｜,127,541.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n3f23f1083102,Still Not Sure —— あの時の「不確かさ」を残しておく。,196,271.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n3fbdcd94294e,AIの回答を劇的改善！プロンプトの型と時短テクニック,308,71.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n3f2b80da27cf,【保存版】Midjourneyの崩れた文字をNanoBanana Proで修正するプロンプト公開,221,352.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n53d27dfb0411,"雑なプロンプトが「秒速」で""プロ""仕様に変わる魔法",316,91.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n590ba35c7a41,なぜ部下はあの人の言葉で動くのか？ ― マネジメントと生成AIに効く『動かす心理学』,306,103.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n523dbbb83efb,やさしい顔の裏に、設計図がおった話｜創作｜AI活用｜生成AI｜画像生成AI｜,123,592.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n5148d2263bc4,【告白】Python使いなのに「Jupyter Lab」から抜け出せない私。〜pyファイルに裏切られた日々〜,289,424.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n07416cbde595,プロンプト解説：Verbalized Samplingってなんやねん？！,259,189.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n010c671b5d53,「Context Engineering 2.0」論文の独自解釈,265,152.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n879ba96f5373,【AIアート/イラスト】ヘッダー落ちしたけど気に入ってる1枚　第三弾,216,243.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n1f856521dcc6,AIを動かすレトリック術：中学生向けにわかりやすく、社長を説得せよ,290,315.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n1a488193c9f5,ソーメン専門店で理解する、やさしいIRの入口,151,489.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n1d8c09ab19fe,【AIアート/イラスト】二重露光って、ズルい,205,502.0,2.6,3,1,0.21,12.47
2026-07-31,v1,nc319e3383518,**AIっぽい**って言われたくないから、**あえて残す**。,255,160.0,2.6,2,1,0.14,18.71
2026-07-31,v1,nc050f21065a6,これは事故か、作品か。｜イラスト｜アート｜生成AI｜,140,530.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n198e113d8fa9,集中力・成績は「光」で決まる！体内時計と前頭前野を鍛える外遊びの真実 ―外遊びと学力の意外すぎる関係,288,495.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n1cb6e6b2206e,noteの数字を“3つだけ”見て運営するために、全体ダッシュボードを作った話 第4弾,230,234.0,2.6,2,1,0.14,18.71
2026-07-31,v1,nb4688e695fe6,「平気やで」の奥にあったしんどさを、曲と画像で置いてみた｜エッセイ｜日常｜振り返り｜創作｜,77,410.0,2.6,1,1,0.07,37.42
2026-07-31,v1,nb5da69fd69ff,日光は見えていたのに、見えていなかった,327,74.0,2.6,2,1,0.14,18.71
2026-07-31,v1,naf090490675c,「余白」って言葉だけで、もう描きたくなってしまった話｜GPT｜創作｜イラスト｜やってみた｜,80,649.0,2.6,2,1,0.14,18.71
2026-07-31,v1,nb3b22defdb49,もうネタ探しで迷わない — 検索・SNS・記事トレンドを横断して「書くべき構成」を導くプロンプト,296,182.0,2.6,1,1,0.07,37.42
2026-07-31,v1,nba6c8d042bab,AIと作る、“放置でうまい”塩麹チキン──プロンプト設計から完成レシピまで,280,174.0,2.6,2,1,0.14,18.71
2026-07-31,v1,na26fb55ec4a4,政党ラスボス図鑑：AI視点で見る“争点の輪郭”,184,431.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n995baed7ded7,Gemini、お前Duolingoか！？ AI先生と“ステップ学習”が始まった日,282,226.0,2.6,1,1,0.07,37.42
2026-07-31,v1,nbc8e22ad7cc7,AIが人の話を聞かない夜に──冷蔵庫GPTが教えてくれた“対話設計”の魔法,284,274.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n27810521a1ba,2025年自民党総裁選と日本株価 ― 生成AIでシナリオを比較してみた,307,103.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n205d389bba48,たった30分の差が、ストレスを22％減らす ― Apple Watchが示した最新研究,324,308.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n9498deb77d3a,AIを検索ツールから「参謀」へ。新規事業アイデアを研ぎ澄ます「思考の型」の技術,302,169.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n8ff40bd1f6e2,AIの“ファッションごっこ”が予想外に深かった！？,291,447.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n94cf90d2fbe7,やる気よりスキル。社内AI活用もnote運用も変わった話｜note運用｜最近の学び｜学び｜試行錯誤｜仕事｜エッセイ｜,55,746.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n9605484b22ec,何を作ったのかを“雰囲気ごと”受け取る最近の学び｜試行錯誤｜日記｜エッセイ｜capcut｜,125,495.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n97c7be139422,はんくさん応援記事と、ワイのキャラ問題｜note運用｜AI活用｜生成AI｜ChatGPT｜,73,688.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n2962eed0a9d4,プロンプトの読み方。長すぎるプロンプト、どう使えばええねん？,263,198.0,2.6,3,1,0.21,12.47
2026-07-31,v1,n9ec143973781,【AIアート/イラスト】現代社会を支配する“見えない魔王”をさらに8体召喚した話（プロンプト付き）,223,312.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n9f271d5f24b1,Note運営｜ビュー数とスキで見る“成長の品質”｜毎日ログの4象限,164,572.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n9b34d64821d9,激震！「決算書、読んだフリ」はもうムリ。NotebookLMに丸投げしたら企業分析が爆笑レベルで深まった件,303,167.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n9d10ce9a86d3,ヒストグラムって、データたちの“性格診断”やった話,272,190.0,2.6,1,1,0.07,37.42
2026-07-31,v1,na3b1cce5678c,「Excel卒業！Pythonでデータ分析の冒険を始めよう」〜初心者向けマガジン紹介,285,461.0,2.6,1,1,0.07,37.42
2026-07-31,v1,nace51bade3c8,軽いノリで始めた会員証が、気づけば祭りになっていた話｜note運用｜記事｜つながり｜デザイン｜創作｜,126,577.0,2.6,1,1,0.07,37.42
2026-07-31,v1,na1bf453f3ecc,noteの「例外」はなぜ起きるんか？｜初速の法則が効かない13%の正体｜Note運営｜データ分析｜,55,587.0,2.6,1,1,0.07,37.42
2026-07-31,v1,n8e9be5f0beb2,バスモデルって記事にも使えるん？──ログから気づいた「note普及モデル」,202,286.0,2.6,3,1,0.21,12.47
2026-07-31,v1,nda83cad55528,フォロワー増えへん問題、データで見たら意外と気にしなくてよかった｜note運用｜note収益化｜データ分析｜フォロワー｜ビュー数｜,80,642.0,2.6,2,1,0.14,18.71
2026-07-31,v1,nda146c0ae117,気づいたら、ただの卵に全力を注いでいた｜エッセイ｜日記｜やってみた｜生成AI｜,84,597.0,2.6,3,1,0.21,12.47
2026-07-31,v1,ndafda6008b59,NotebookLM にワイの記事を放り込んだら、とんでもない可視化が起きた話,232,315.0,2.6,1,1,0.07,37.42
2026-07-31,v1,nd9fa08da2f22,【プロンプト公開】アメコミホラーを制御する「YAML構造化」と「コンパイル」の技法,197,270.0,2.6,2,1,0.14,18.71
2026-07-31,v1,nd2b31a38e1d0,【AIアート/イラスト】アイキャッチフレームは再現できるのか。,193,343.0,2.6,1,1,0.07,37.42
2026-07-31,v1,nd31dc1844298,呪文じゃない！「pd」はエコ？コピペで終わらせないPython省略形の真実,301,177.0,2.6,2,1,0.14,18.71
2026-07-31,v1,nd71be82fefe9,【AIアート】 ファッションチェンジ,201,327.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n20327bbb52a0,朝の曲に「お前、ほんまに本音で生きてるか」って言われた気がした｜エッセイ｜気づき｜人生｜コラム｜,111,597.0,2.6,1,1,0.07,37.42
2026-07-31,v1,nca814dd2d8da,昔のサムネを見返したら、下手さより“その時の熱”が残ってた話｜Gemini｜デザイン｜note運用｜最近の学び｜,122,455.0,2.6,2,1,0.14,18.71
2026-07-31,v1,nc7eeae4fd62a,【AIアート/イラスト】アメコミホラーアート,198,402.0,2.6,2,1,0.14,18.71
2026-07-31,v1,n204ca8f1a30a,AIを毎日召喚してた人を、召喚してみた話｜創作｜AI活用｜召喚企画｜,116,666.0,2.6,1,1,0.07,37.42
2026-07-31,v1,nc466c22ba3b6,noteの週次・月次データを自動集計する方法｜振り返り運営｜Python｜,119,356.0,2.6,2,1,0.14,18.71
